battery_$/kWh,discount_rate,nm_annual_savings,nm_payback_years,nm_net_NPV,nb_annual_savings,nb_payback_years,nb_net_NPV
225.0,0.03,939.7635264769503,13.992881857521771,-4409.788146910569,911.8215321895195,14.421681804797311,-4896.346220226447
300.0,0.03,939.7635264769503,15.110184211164196,-7572.134669635159,911.8215321895195,15.573222937499759,-8058.692742951038
375.0,0.03,939.7635264769503,16.227486564806618,-10734.481192359746,911.8215321895195,16.724764070202205,-11221.039265675625
